variable,relative_importance,scaled_importance,percentage
mol_2_Mor31p,135.38604736328125,0.04127023765720968,0.0008079937964053886
mol_2_Mor06m,135.1658172607422,0.04120310408733249,0.0008066794471050076
mol_2_DPSA2,134.9131317138672,0.04112607700237675,0.0008051714013477631
mol_1_MINssS,134.6007843017578,0.04103086296680646,0.0008033072892311691
mol_1_MAXssS,134.08364868164062,0.04087322257210628,0.0008002209861660257
mol_1_MAXaaO,133.75961303710938,0.040774445568717385,0.0007982871178266027
mol_1_GRAVH,133.75830078125,0.040774045548831746,0.0007982792861880083
mol_2_MAXssS,132.64735412597656,0.04043539150448558,0.0007916490755933404
mol_1_Mor09v,131.61920166015625,0.04012197592408687,0.0007855129867546391
mol_1_Mor02m,131.3879852294922,0.04005149335051596,0.0007841330702474213
mol_1_Mor17se,130.02601623535156,0.039636319223162124,0.0007760047400420993
mol_1_PNSA2,129.72459411621094,0.03954443558570949,0.0007742058308700819
mol_2_Mor07,127.80464935302734,0.03895917160756345,0.0007627474606147575
mol_2_Mor14se,127.01850128173828,0.03871952713630713,0.000758055671637765
mol_2_MDEN-13,126.61074829101562,0.03859523025963263,0.0007556221720756897
mol_2_MINssS,125.46263122558594,0.038245245419456016,0.0007487701257645575
mol_2_Mor07v,121.15022277832031,0.03693067774457551,0.0007230333579009745
mol_1_Mor02v,121.10460662841797,0.03691677240215551,0.0007227611173942545
mol_1_GRAVHp,120.99755096435547,0.03688413822171774,0.0007221222013898568
mol_2_Mor12,119.2783432006836,0.03636006565758953,0.0007118618441755608
mol_2_Mor32v,118.95201110839844,0.03626058861940076,0.0007099142704685977
mol_1_MINdCH2,118.92454528808594,0.03625221611016644,0.0007097503524515058
mol_1_Mor11v,118.85420989990234,0.036230775509435556,0.0007093305857294032
mol_2_Mor21se,118.24937438964844,0.0360464012276108,0.0007057208833291293
mol_2_Mor15v,117.7044677734375,0.035880295295795915,0.0007024688409355931
mol_2_Mor07se,117.5064468383789,0.03581993182991348,0.0007012870375651438
mol_1_Mor03v,116.42589569091797,0.035490543362453296,0.0006948382295760573
mol_1_Mor03m,115.20943450927734,0.03511972492846528,0.0006875783005990617
mol_1_Mor14v,114.48011779785156,0.034897404574232974,0.0006832256853191016
mol_1_Mor06v,114.41680145263672,0.034878103614750855,0.0006828478087569225
mol_2_Mor20se,114.12892150878906,0.03479034808949014,0.0006811297202738879
mol_2_Mor31v,113.06588745117188,0.034466299422363844,0.0006747854555534799
mol_1_Mor05p,113.05677032470703,0.03446352021443745,0.000674731043878362
mol_1_Mor05v,112.9452133178711,0.03442951387276406,0.0006740652635322742
mol_2_Mor08p,112.8316650390625,0.03439490052417117,0.0006733875991299472
mol_1_Mor09p,112.38587951660156,0.034259010047904145,0.0006707271186469823
mol_1_Mor15se,111.92388153076172,0.03411817746549187,0.0006679698810011506
mol_2_Mor22p,111.02595520019531,0.033844459207348875,0.0006626109912273771
mol_1_Mor06,110.62518310546875,0.0337222903434381,0.0006602191541613126
mol_2_Mor13v,110.54727935791016,0.033698542651273755,0.0006597542189189447
mol_2_Mor10p,110.38463592529297,0.033648963442424525,0.0006587835510610662
mol_1_Mor14se,110.38459777832031,0.033648951813939475,0.0006587833233971536
mol_1_Mor31v,110.34691619873047,0.033637465196409394,0.0006585584369842601
mol_2_Mor19p,109.9253158569336,0.03350894717966259,0.000656042295421901
mol_1_MAXdCH2,109.3104248046875,0.03332150762917926,0.0006523725808142585
mol_2_Mor22,109.24678802490234,0.03330210899042274,0.0006519927918752132
mol_2_Mor05v,109.20183563232422,0.03328840598364257,0.000651724512720573
mol_1_Mor27se,109.0700454711914,0.033248231893499895,0.0006509379794352276
mol_2_Mor29m,108.79656219482422,0.03316486495849617,0.0006493058113128184
mol_2_Mor24se,108.66934204101562,0.0331260839608622,0.0006485465521642058
mol_2_Mor04m,108.6104736328125,0.03310813888273664,0.000648195221214239
mol_1_Mor07se,107.4114761352539,0.032742643969203455,0.0006410395167764443
mol_1_Mor30v,107.4085464477539,0.03274175090155179,0.0006410220321879544
mol_2_Mor31se,106.81798553466797,0.03256172799883187,0.0006374975216237857
mol_2_Mor07m,106.57456970214844,0.03248752663574271,0.0006360447981973097
mol_1_Mor18p,105.8539810180664,0.03226786687888931,0.0006317442724205587
mol_1_Mor29p,105.34049987792969,0.032111340493056695,0.0006286797795582451
mol_1_Mor07,104.74090576171875,0.03192856396507748,0.0006251013581795662
mol_2_Mor02v,104.21397399902344,0.03176793737541706,0.00062195659102166
mol_2_Mor32p,103.07935333251953,0.03142206669325032,0.0006151850922028153
mol_2_Mor26v,102.5367660522461,0.03125666777332633,0.000611946891775167
mol_2_Mor12v,102.48347473144531,0.03124042277971474,0.0006116288452892263
mol_1_Mor31m,102.29161834716797,0.03118193847701601,0.0006104838324070576
mol_1_Mor25v,102.10673522949219,0.031125579861383992,0.0006093804364881172
mol_2_Mor08v,101.0951156616211,0.030817204066404938,0.0006033430171891487
mol_2_Mor09se,100.83615112304688,0.030738262932810352,0.0006017974979518856
mol_1_Mor10,100.74964904785156,0.030711894180116266,0.0006012812472636116
mol_1_Mor20,100.74504089355469,0.030710489459122508,0.0006012537454629661
mol_1_Mor13se,100.62454986572266,0.03067375972625095,0.000600534646228541
mol_2_Mor13se,100.471923828125,0.030627234157575237,0.0005996237629141182
mol_2_Mor23p,99.97076416015625,0.030474463772413023,0.0005966328054955834
mol_1_Mor02,99.95230102539062,0.030468835585649952,0.0005965226161618716
mol_2_Mor28,99.72857666015625,0.0304006368465424,0.0005951874128470939
mol_1_Mor11,99.5177993774414,0.030336384815260027,0.000593929478664262
mol_1_Mor20m,99.44487762451172,0.03031415580324291,0.0005934942763288832
mol_2_Mor09,99.01448822021484,0.03018295858354112,0.0005909256810010548
mol_2_Mor32se,98.99369049072266,0.030176618733493133,0.0005908015586358902
mol_1_Mor20p,98.49789428710938,0.03002548331332862,0.0005878426107634707
mol_2_Mor05,98.3484878540039,0.029979939188790928,0.0005869509422832738
mol_2_Mor03,98.16645050048828,0.02992444805814347,0.0005858645300922154
mol_2_Mor09p,98.10865020751953,0.029906828577599243,0.0005855195737318022
mol_2_Mor11v,98.10337829589844,0.029905221520965655,0.0005854881105790771
mol_1_Mor14p,98.048095703125,0.02988836952043458,0.0005851581800368974
mol_2_MAXdCH2,97.72128295898438,0.029788745963334213,0.0005832077377646351
mol_1_Mor21p,97.3938980102539,0.029688947978958137,0.0005812538805336834
mol_2_Mor28se,97.29088592529297,0.02965754641793542,0.0005806390969040241
mol_1_Mor28v,97.16986083984375,0.029620653886273194,0.0005799168103748221
mol_2_Mor08m,97.0368881225586,0.02958011931309404,0.0005791232195081851
mol_2_Mor03p,96.97952270507812,0.029562632397279357,0.0005787808585163759
mol_1_Mor28m,96.87903594970703,0.0295320006419668,0.0005781811462377326
mol_1_Mor08m,96.63728332519531,0.029458306280825717,0.0005767383489578471
mol_2_Mor17p,96.6337890625,0.029457241111595353,0.0005767174949434504
mol_2_Mor14p,96.40345764160156,0.029387028318877545,0.0005753428602390056
mol_2_Mor30v,96.23014831542969,0.02933419778560899,0.0005743085375511564
mol_2_Mor05se,96.21053314208984,0.02932821841859748,0.0005741914727672834
mol_2_Mor06p,95.83415222167969,0.02921348480802618,0.0005719452040069529
mol_1_Mor23,95.81617736816406,0.02920800546587172,0.0005718379287713228
mol_1_Mor19se,95.71134948730469,0.02917605038896073,0.0005712123083394224
mol_2_Mor16se,95.61968994140625,0.0291481094650882,0.0005706652774901611
mol_2_Mor12m,95.54446411132812,0.029125178092574203,0.0005702163242544597
mol_2_Mor06,95.46613311767578,0.029101300161377325,0.0005697488391762704
mol_1_Mor03p,95.31095123291016,0.02905399548420342,0.0005688227023797018
mol_2_Mor24m,95.14200592041016,0.029002495249624317,0.0005678144244434571
mol_1_Mor16p,94.94979095458984,0.028943901639166138,0.0005666672715205097
mol_1_Mor29m,94.73820495605469,0.028879403084000752,0.00056540451086273
mol_2_Mor10,94.6697998046875,0.02885855088461328,0.0005649962639346064
