model_id,mean_per_class_error,logloss,rmse,mse
DRF_1_AutoML_1_20250301_161907,0.8227318330521376,2.0986408178792675,0.8335121454733275,0.6947424966515495
GBM_1_AutoML_1_20250301_161907,0.826633788550434,1.871042202742638,0.8341858538213692,0.6958660387156869
